"«Агросистема ""КлеверFarmer""»";Цифровая платформа для рационального управления растениеводством в агрохозяйствах.;"ООО ""Лаборатория Минимакс""";121205, г. Москва, Технопарк Сколково, ул. Нобеля, д.7;https://www.mcxac.ru/upload/iblock/da1/da1ca082aed9598e2119480fc5dd55fb.pdf;www.cleverfarmer.ru;info@cleverfarmer.ru;+7(495)657-98-78
«Свое Фермерство»;Цифровая экосистема для предприятий агропромышленного комплекса.;АО «Россельхозбанк»;123112, г. Москва, пресненская наб., д. 10, стр. 2;https://www.mcxac.ru/upload/iblock/a53/a53fbe85da5ce36a789d5d70b529b3fe.pdf;https://www.rshb.ru/;lyubaevaLV@rshb.ru;+7(495)787-77-87 (2249)
«Сам себе хозяин»;Специализированное мобильное приложение для самозанятых граждан.;АО «Россельхозбанк»;123112, г. Москва, пресненская наб., д. 10, стр. 2;https://www.mcxac.ru/upload/iblock/c48/c483b3b4d6c2d6cb41b47f869eeba7f0.pdf;www.rshb.ru;teslinav@rshb.ru;+7(495)787-77-87
Агро Маркетплейс;Web-сервис, использующий ГИС технологии;Аэромакс;115432, г. Москва, ул. Малая Дмитровка, д. 5/9;https://www.mcxac.ru/upload/iblock/616/616d7cce9386e1068d4250c77936e377.pdf;aerom.ax;info@aerom.ax;+7(495)921-42-42
Доильные системы Milkline;Эффективные решения для крупных хозяйств;Milkline;141280, Московская обл., Ивантеевка, Фабричный пр-д, 1;https://www.mcxac.ru/upload/iblock/0af/0afa50d794ab5553837a8822b39e6f81.pdf;www.milkline.com/ru;russia@milkline.com;+7(499)948-20-86
GIS WebServer AGRO;Удалённый доступ к системе управления земледелием сельскохозяйственного предприятия на основе ГИС «Панорама АГРО».;Конструкторское бюро «Панорама»;119017, Москва, Пыжевский переулок, д. 5, стр. 3, этаж 2, офис 4;https://www.mcxac.ru/upload/iblock/0bd/0bde6b18ce37d87cb54330eccd9fadc1.pdf;gisinfo.ru;kb@gisinfo.ru;+7(495)739-02-45
CRM;Прикладное программное обеспечение для дилера пшеницы и других зерновых.;Решения КлиК;Москва, ул. Ибрагимова, д 35, стр. 2, пом.1;https://www.mcxac.ru/upload/iblock/0b0/0b0b8342059668dfea50fff914f6ff13.pdf;www.sysclick.ru;office@sysclick.ru;+7(499)500-96-25
NIRS «Кормовая сеть»;Экономическая эффективность современных методов мониторинга питательности сырья для производства комбикормов.;МЕГАМИКС;400123, г. Волгоград, ул. Хрустальная, 107, оф.1;https://www.mcxac.ru/upload/iblock/da3/da3c0c320ad9e7091de67870ca6bacf5.pdf;https://www.megamix.ru;info@megamix.ru;+7(8442)97-97-97
Организация производства радиоэлектронных комплексов мониторинга статуса крупного рогатого скота;;РУТЕХ;Москва, Лихоборская наб., д. 8, строение 2, офис 24;https://www.mcxac.ru/upload/iblock/d18/d18b13b1b5a2e8b88056870974e76501.pdf;rutekh.ru;info@rutekh.ru;+7(495)419-01-70
DataFlow™ II;Система цифрового управления стадом.;Milkline;141280, Московская обл., Ивантеевка, Фабричный пр-д, 1;https://www.mcxac.ru/upload/iblock/8a0/8a041dd46de737e7d989bef355dc8a5b.pdf;www.milkline.com/ru;russia@milkline.com;+7(499)948-20-86
Nedap Livestock Management;Автоматизация сельского хозяйства с использованием индивидуальной идентификации животных.;Nedap;7141 DC Груэнло, Параллелвег 2, Нидерланды;https://www.mcxac.ru/upload/iblock/2aa/2aabaf78b753b95ec4194f3b27c54476.pdf;www.nedap-livestockmanagement.com;sale@securityrussia.com;+7-915-204-99-75
Оптимизация процесса уборки сельскохозяйственных угодий;;GMCS;119602, г. Москва,  ул. Покрышкина, д. 7;https://www.mcxac.ru/upload/iblock/efb/efb91a573511219eeea92f52981a8584.pdf;https://www.gmcs.ru;info@gmcs.ru;+7(495)737 99 91
АгроМон;Веб-сервис для управления растениеводческим предприятием.;АгроМон;;https://www.mcxac.ru/upload/iblock/eec/eec05175e92b7cd07a0cb9a83c306602.pdf;http://agromon.ru;: ep@agromon.ru;+7(915)000-64-98
АВЕРС: Управление лесным фондом ПРОФ;Информационная система комплексной автоматизации деятельности в области лесных отношений.;Аверс информ;453505, Респ. Башкортостан, г. Белорецк, ул. 50 лет Октября, 55/1;https://www.mcxac.ru/upload/iblock/e9f/e9fe71ce1b1cd8117235dd5b123ac22b.pdf;www.aversit.ru;32020@aversit.ru;+7(34792)3-20-20
Информационная платформа «Спаси пчел»;Технологии и коммуникации для предотвращения массовой гибели пчел.;Билайн;;https://www.mcxac.ru/upload/iblock/74f/74f49012bf7486f95e71988402002f15.pdf;moskva.beeline.ru/business/main;media@beeline.ru;+7(495)139-27-26
Чипирование домашних животных;Идентификация животных, упрощение поиска в случае потери, контроль состояние его здоровья.;Группа компаний «Техносерв»;111395, Москва, ул. Юности, д. 13;https://www.mcxac.ru/upload/iblock/3cc/3cc4e030551bf9fde1dd7f8a116e3a7b.pdf;https://technoserv.com;tsas@technoserv.com;+7(495) 790-79-79
АРМ инженера СХП;Инструмент для эффективного контроля над эксплуатацией, обслуживанием и ремонтом сельскохозяйственной техники.;Комплексные Цифровые Технологии;119270 г. Москва, ул. 3-я Фрунзенская, 9-153;https://www.mcxac.ru/upload/iblock/29d/29deb239ed2a6f12ba1d1621f2e62a1a.pdf;www.kctech.ru;info@kctech.ru;+7(985)768-37-64
SprutCAM;Автоматизация машиностроительного производства в АПК.;Центр СПРУТ-Т;111250, г. Москва, ул. Красноказарменная, д. 3, стр. 5;https://www.mcxac.ru/upload/iblock/b5c/b5c0c1a0e609562adacb9165efb3f7cf.pdf;csprut.ru;office@csprut.ru;8(800)775-84-22
Решения для сельского хозяйства;Контроль и инвентаризация полей.;МегаФон;127006, г. Москва, Оружейный переулок, д. 41, офис 517;https://www.mcxac.ru/upload/iblock/212/212df3f9f80847a865ca92d1829a796d.pdf;https://corp.megafon.ru;info@megafon.ru;+7(495)504-50-20
Delta Design;Система разработки и проектирования электронных устройств.;EREMEX;117437, г. Москва, ул. Профсоюзная 108;https://www.mcxac.ru/upload/iblock/614/6140f8054547920a0ab827e8089a7735.pdf;eremex.ru;info@eremex.ru;+7 (495) 232-18-64
Система планирования работы парка сельскохозяйственной техники;;Борлас;117105, Москва, Новоданиловская наб., дом 4а Телефон;https://www.mcxac.ru/upload/iblock/c96/c9698cabd5e22ba3675b6428394f8390.pdf;www.borlas.ru;info@borlas.ru;+7(495)478-77-00
БорласАгросистема;Информационно-аналитическая система управления производственными процессами в растениеводческом холдинге.;Борлас;117105, Москва, Новоданиловская наб., дом 4а;https://www.mcxac.ru/upload/iblock/c21/c21ab6cae661f9f860bfb8811cd4fff8.pdf;www.borlas.ru;info@borlas.ru;+7(495)478-77-00
«БАРС.Сельское хозяйство - Субсидирование»;Цифровизация процесса предоставления государственных услуг, связанных с субсидированием процентных ставок по кредитам граждан и СХТП в АПК.;БАРС Груп;115054, г. Москва, ул. Дубининская, 57, ст. 2;https://www.mcxac.ru/upload/iblock/4c0/4c0c1888a9de06e441957185f8f208ab.pdf;bars.group;bars@bars.group;8(800)500-01-91
«БАРС. Муниципалитет -Электронная хозяйственная книга»;Система оптимизации процессов учета личных подсобных хозяйств, контроля поступающей информации по сельским поселениям и городским округам в режиме онлайн.;БАРС Груп;115054, г. Москва, ул. Дубининская, 57, ст. 2;https://www.mcxac.ru/upload/iblock/d7c/d7c9494654baeb906232f92527d349dc.pdf;bars.group;bars@bars.group;8(800)500-01-91
ИАС «Мониторинг ветеринарии»;Сиситема сбора и анализа показателей отрасли ветеринарии в субъектах и муниципалитетах РФ.;БАРС Груп;115054, г. Москва, ул. Дубининская, 57, ст. 2;https://www.mcxac.ru/upload/iblock/530/530584f85b8c42508586a923dab27fb9.pdf;bars.group;bars@bars.group;8(800)500-01-91
Мониторинг Сельского хозяйства;Система сбора и анализа показателй сельскохозяйственной отрасли в субъектах и муниципалитетах РФ.;БАРС Груп;115054, г. Москва, ул. Дубининская, 57, ст. 2;https://www.mcxac.ru/upload/iblock/342/342638e08952d02d3de54592193bf7d2.pdf;bars.group;bars@bars.group;8(800)500-01-91
«Искусственный интеллект в помощь агроному»;Формирование оптимальной структуры посевных площадей.;Борлас;Россия, 117105, Москва, Новоданиловская наб., дом 4а;https://www.mcxac.ru/upload/iblock/319/3193a3d596989cf84f663096e0bb79ae.pdf;www.borlas.ru;info@borlas.ru;: +7(495)478-77-00
TELEMATICS;Объединенные в сеть сельскохозяйственные машины.;CLAAS;109147, г.Москва, ул. Таганская, 17-23, метро Марксистская;https://www.mcxac.ru/upload/iblock/3ff/3ff20169bfe9c4d19475a683f1804039.pdf;www.claas.ru;info-ru@claas.com;+7(495)644-13-74
«БАРС.Сельское хозяйство - Ветеринария»;Осуществления в цифровом формате процессов ветеринарного учёта.;БАРС Груп;115054, г. Москва, ул. Дубининская, 57, ст. 2,;https://www.mcxac.ru/upload/iblock/cc5/cc54626016633acf759b92da2c3c3897.pdf;bars.group;bars@bars.group;8(800)500-01-91
«БАРС.Сельское хозяйство - Ветнадзор»;Цифровая платформа ветеринарного надзора.;БАРС Груп;115054, г. Москва, ул. Дубининская, 57, ст. 2;https://www.mcxac.ru/upload/iblock/d54/d5463d49227f9eef17e71f623b5f8cbb.pdf;bars.group;bars@bars.group;8(800)500-01-91
ИАС «Управление строительством»;Решение для эффективного управления бизнес-процессами на всех этапах жизненного цикла объекта капитального строительства.;БАРС Груп;115054, г. Москва, ул. Дубининская, 57, ст. 2;https://www.mcxac.ru/upload/iblock/449/4499b5a5fc17d7b3a97cbb68d040f60f.pdf;bars.group;bars@bars.group;8(800)500-01-91
Высокоточные технологии на базе RTK станций;;Topcon;107023, г. Москва, ул. Малая Семеновская,  д.9, с.6;https://www.mcxac.ru/upload/iblock/236/2361b74741eb035124d291225e4b678d.pdf;agro.topcon.pro;agro@topcon.pro;+7(495)126-07-57
iDecide;Прототип электронной системы голосования, основанный на технологии блокчейн.;SolarLab;299011, г. Севастополь, ул. Большая Морская, д. 23, офис 370;https://www.mcxac.ru/upload/iblock/379/37924308a56c403629664f3609fa4439.pdf;www.solarlab.ru/index.html;office@solarl.ru;+7(978)793-44-24
Геоинформационная система сельского хозяйства;Система мониторинга земель сельскохозяйственного назначения.;DATUM Soft;344011, Ростовская область, г. Ростов-на-Дону, Доломановский переулок, дом 70г;https://www.mcxac.ru/upload/iblock/698/698a840e494a789c5b753c05099b3581.pdf;datum-soft.ru;soft@datum-soft.ru;+7(863)303-30-70
Инвентаризация сельскохозяйственных земель;Геоинформационные системы и аэрокосмический мониторинг;Совзонд;115563, г. Москва, ул. Шипиловская, 28а, бизнес центр «Милан»;https://www.mcxac.ru/upload/iblock/53d/53d4cd7dc99ec3ca0dee4b1ae6f704dd.pdf;sovzond.ru;sovzond@sovzond.ru;+ 7(495)642-8870,
КОСМОСАГРО;Облачный онлайн-сервис для ведения непрерывного мониторинга состояния и использования сельскохозяйственных угодий, включая получение точных данных о границах полей, площадях посевов, состоянии сельскохозяйственных культур.;Группа компаний «СКАНЭКС»;г. Москва, 22-ой км. Киевского шоссе, домовладение 4, Бизнес-парк «Румянцево», корп. А, 8 подъезд, 8 этаж, офис 819А;https://www.mcxac.ru/upload/iblock/563/5635edcfd2562d7d4bc85e7821222be7.pdf;www.scanex.ru;info@scanex.ru;+7(495)739-73-85
Cервисы по оценке состояния сельскохозяйственных земель;;ZALA AERO GROUP;123154, г. Москва, ул. Саляма Адиля, д. 9к3;https://www.mcxac.ru/upload/iblock/789/789b8f02ce651cabaaba8a31204c2743.pdf;zala-aero.com;info@zala.aero;+7(495)66-55-120
Корпоративные геоинформационные системы;Услуги в области разработки геосервисов.;Prime group;123298, г. Москва, 3-я Хорошевская ул. д.12;https://www.mcxac.ru/upload/iblock/279/279e73459c8b4aea35c5032296f81bce.pdf;www.primegroup.ru;info@primegroup.ru;+7(499)579-77-01
Мониторинг и Цифровизация мелиоративных систем и гидротехнических сооружений;Мониторинг мелиоративных систем с использованием данных космической съемки и БПЛА;Аэромакс;115432, г. Москва, Россия, ул. Малая Дмитровка, д. 5/9;https://www.mcxac.ru/upload/iblock/1e6/1e656af502495dec6ee12420f2941b07.pdf;aerom.ax;info@aerom.ax;+7(495)921-42-42
WingtraOne;Беспилотный летательный аппарат для геодезии и картографии;Technokauf;108811, г. Москва, 22-й километр Киевское шоссе (п Московский), домовлад 4 стр 5, блок е этаж 4 офис 400е;https://www.mcxac.ru/upload/iblock/db5/db5be4cc552ef38a2ca92dc96244c848.pdf;technokauf.ru;info@technokauf.ru;+7(495)363-15-59
Оценка состояния и Инвентаризация сельхозугодий;Российский разработчик и производитель БПЛА.;ZALA AERO GROUP;123154, Москва, ул. Саляма Адиля, д. 9к3;https://www.mcxac.ru/upload/iblock/7ca/7ca51ec27923055f8d25b025704b8e66.pdf;zala-aero.com;info@zala.aero;+7(495)66-55-120
Сервис спутникового мониторинга сельскохозяйственных угодий;Мониторинг сельскохозяйственных угодий с использованием данных космической съемки и БПЛА;Аэромакс;115432, г. Москва, Россия, ул. Малая Дмитровка, д. 5/9;https://www.mcxac.ru/upload/iblock/68f/68fcd5da117df6558dd37a93fc34fb97.pdf;aerom.ax;info@aerom.ax;+7(495)921-42-42
Альбатрос;Беспилотные летательные комплексы для агросферы.;Геомир;141006, Московская обл.,г. Мытищи, Олимпийский пр-т, 50;https://www.mcxac.ru/upload/iblock/c80/c80a747d6ba3351ebd2e50a67c0cf0b6.pdf;www.geomir.ru;helpdesk@geomir.ru;+7(495)788-85-90
None;None;None;None;https://www.mcxac.ruNone;None;None;None
FIXAR;Эффективные дроны для решения отраслевых задач;FIXAR;192148, Санкт-Петербург, ул. Ольги Берггольц, д. 40, территория завода «Патриот»;https://www.mcxac.ru/upload/iblock/713/7133852e1d99e46a83d3395d11bf7244.pdf;fixar.pro;info@fixar.pro;+7(812)677-14-35
Мониторинг сельскохозяйственных объектов с помощью БПЛА;;Концерн «Автоматика»;127106, г. Москва, ул. Ботаническая, д.25;https://www.mcxac.ru/upload/iblock/022/0229ba06c62a8fa4da5c4dc522b11699.pdf;www.ao-avtomatika.ru;mail@ao-avtomatika.ru;+7(495)250-33-33
АгроФлот;Картография высокого разрешения для точного земледелия.;GeosAero;440026, г. Пенза, ул. Володарского, д. 2/ ул. Карла Маркса, д. 20;https://www.mcxac.ru/upload/iblock/dff/dff0db337995c9c731588b40bcf3f393.pdf;geosaero.ru;somov@geosaero.ru;+7(927)386-06-62
Инструменты аналитики и оценки эффективности для современного цифрового земледелия с помощью БПЛА;;GeosAero;440026, г. Пенза, ул. Володарского, д. 2/ ул. Карла Маркса, д. 20;https://www.mcxac.ru/upload/iblock/0c3/0c38786c00e7b6543b28618180d6780f.pdf;geosaero.ru;somov@geosaero.ru;+7(927)386-06-62
Геоскан 201 АГРО;Картографирование и мониторинг земель сельскохозяйственного назначения.;Геоскан;123242, Москва, ул. Большая Грузинская д. 12, строение 2+7(495)601-98-90;https://www.mcxac.ru/upload/iblock/aac/aac449b794ee31f7f5292cac4305bf96.pdf;www.geoscan.aero/ru;info@geoscan.aero;+7(495)601-98-90
Инвентаризация земель с помощью БПЛА;;Геоскан;123242, Москва, ул. Большая Грузинская д. 12, строение 2;https://www.mcxac.ru/upload/iblock/fab/fab78a926f4b1af93fa444192c7aa872.pdf;www.geoscan.aero/ru;info@geoscan.aero;+7(495)601-98-90
Беспилотная сельхозтехника;;Группа компаний «Техносерв»;111395, Москва, ул. Юности, д. 13;https://www.mcxac.ru/upload/iblock/3bf/3bfb89099a0d08a4106d7b10cd7ed80c.pdf;https://technoserv.com;tsas@technoserv.com;+7(495)790-79-79
